Title,Abstract,Article URL,date 
Quantifying volcanism and organic carbon burial across Oceanic Anoxic Event 2,"Oceanic Anoxic Event 2 (ca. 94 Ma; OAE2) was one of the largest Mesozoic carbon cycle perturbations, but associated carbon emissions, primarily from the Caribbean large igneous province (LIP) and marine burial fluxes, are poorly constrained. Here, we use the carbon cycle box model LOSCAR-P to quantify the role of LIP volcanism and enhanced marine organic carbon (Corg) burial as constrained by the magnitude and shape of the positive stable carbon isotope (δ13C) excursion (CIE) in the exogenic carbon pool and atmospheric pCO2 reconstructions. In our best fit scenario, two pulses of volcanic carbon input—0.065 Pg C yr–1 over 170 k.y. and 0.075 Pg C yr–1 over 40 k.y., separated by an 80 k.y. interval with an input of 0.02 Pg C yr–1—are required to simulate observed changes in δ13C and pCO2. Reduced LIP activity and Corg burial lead to pronounced pCO2 reductions at the termination of both volcanic pulses, consistent with widespread evidence for cooling and a temporal negative trend in the global exogenic δ13C record. Finally, we show that observed leads and lags between such features in the records and simulations are explained by differences in the response time of components of the carbon cycle to volcanic forcing.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/511/611421/Quantifying-volcanism-and-organic-carbon-burial,2023-01-24
"History of earthquakes along the creeping section of the San Andreas fault, California, USA","Creeping faults are difficult to assess for seismic hazard because they may participate in rupture even though they likely cannot nucleate large earthquakes. The creeping central section of the San Andreas fault in California (USA) has not participated in a historical large earthquake; however, earthquake ruptures nucleating in the locked northern and southern sections may propagate through the creeping section. We used biomarker thermal maturity and K/Ar dating on samples from the San Andreas Fault Observatory at Depth to look for evidence of earthquakes. Biomarkers show evidence of many earthquakes with displacements >1.5 m in and near a 3.5-m-wide patch of the fault. We show that K/Ar ages decrease with thermal maturity, and partial resetting occurs during coseismic heating. Therefore, measured ages provide a maximum constraint on earthquake age, and the youngest earthquakes here are younger than 3 Ma. Our results demonstrate that creeping faults may host large earthquakes over longer time scales.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/516/612167/History-of-earthquakes-along-the-creeping-section,2023-01-24
Comparative morphometric analysis suggests ice-cored pingo-shaped landforms on the dwarf planet Ceres,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/522/611753/Comparative-morphometric-analysis-suggests-ice,2023-01-24
Geology's Most-Cited Papers,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/5/531/613117/Geology-s-Most-Cited-Papers,2023-01-24
Non-steady-state slip rates emerge along evolving restraining bends under constant loading,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/5/532/611420/Non-steady-state-slip-rates-emerge-along-evolving,2023-01-24
Boron proxies record paleosalinity variation in the North American Midcontinent Sea in response to Carboniferous glacio-eustasy,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/5/537/611751/Boron-proxies-record-paleosalinity-variation-in,2023-01-24
Ultrahigh-temperature granites and a curious thermal eye in the post-collisional South Bohemian batholith of the Variscan orogenic belt (Europe),"Comprehensive zircon thermometry that takes into account zircon saturation temperatures, Ti-in-zircon measurements, and zircon morphologies and microstructures can provide key information on the thermal evolution of a granite batholith. The Variscan South Bohemian batholith (Germany, Austria, and Czech Republic) comprises a series of granitoid units that intruded between ca. 330 and ca. 300 Ma. We categorize the granitic rocks according to their emplacement temperature into very low temperature (T) (VLT; <750 °C), low T (LT; 750–800 °C), medium T (MT; 800–850 °C), high T (HT; 850–900 °C), and ultrahigh T (UHT; >900 °C). The first stage of batholith formation (ca. 330–325 Ma) is characterized by LT to MT melting of mainly metasedimentary sources driven by their isothermal exhumation. In turn, ca. 322 Ma HT and UHT granites in the southern half of the batholith reveal an ephemeral thermal anomaly in the subbatholithic crust, which is presumably linked to a hidden mafic intrusion. The HT and UHT granites are weakly peraluminous, high-K, I-type rocks. Although sharing some features with A-type granites such as high Zr and rare earth element contents, they differ from classical A-type granites in being magnesian, not enriched in Ga over Al, and having high Ba and Sr contents. A ring structure of ca. 317 Ma MT and/or LT plutons is observed around the HT and/or UHT granite complex and interpreted as an aftermath of the hotspot event. This study is an example of how deep-crustal hotspots, presumably caused by mantle magmatism, can significantly enhance the effects of decompressional crustal melting in a post-collisional setting.",https://pubs.geoscienceworld.org/gsa/geology/article/50/5/542/611750/Ultrahigh-temperature-granites-and-a-curious,2023-01-24
Final inversion of the Midcontinent Rift during the Rigolet Phase of the Grenvillian Orogeny,"Despite being a prominent continental-scale feature, the late Mesoproterozoic North American Midcontinent Rift did not result in the break-up of Laurentia, and subsequently underwent structural inversion. The timing of inversion is critical for constraining far-field effects of orogenesis and processes associated with the rift's failure. The Keweenaw fault in northern Michigan (USA) is a major thrust structure associated with rift inversion; it places ca. 1093 Ma rift volcanic rocks atop the post-rift Jacobsville Formation, which is folded in its footwall. Previous detrital zircon (DZ) U-Pb geochronology conducted by laser ablation–inductively coupled plasma–mass spectrometry (LA-ICP-MS) assigned a ca. 950 Ma maximum age to the Jacobsville Formation and led researchers to interpret its deposition and deformation as postdating the ca. 1090–980 Ma Grenvillian Orogeny. In this study, we reproduced similar DZ dates using LA-ICP-MS and then dated 19 of the youngest DZ grains using high-precision chemical abrasion–isotope dilution–thermal ionization mass spectrometry (CA-ID-TIMS). The youngest DZ dated by CA-ID-TIMS at 992.51 ± 0.64 Ma (2σ) redefines the maximum depositional age of the Jacobsville Formation and overlaps with a U-Pb LA-ICP-MS date of 985.5 ± 35.8 Ma (2σ) for late-kinematic calcite veins within the brecciated Keweenaw fault zone. Collectively, these data are interpreted to constrain deposition of the Jacobsville Formation and final rift inversion to have occurred during the 1010–980 Ma Rigolet Phase of the Grenvillian Orogeny, following an earlier phase of Ottawan inversion. Far-field deformation propagated >500 km into the continental interior during the Ottawan and Rigolet phases of the Grenvillian Orogeny.",https://pubs.geoscienceworld.org/gsa/geology/article/50/5/547/611748/Final-inversion-of-the-Midcontinent-Rift-during,2023-01-24
What drives Fe depletion in calc-alkaline magma differentiation: Insights from Fe isotopes,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/5/552/611746/What-drives-Fe-depletion-in-calc-alkaline-magma,2023-01-24
"Reconciling persistent sub-zero temperatures in the McMurdo Dry Valleys, Antarctica, with Neogene dynamic marine ice-sheet fluctuations","In the Ross Sea sector of Antarctica, periodic large-scale marine ice-sheet fluctuations since the mid-Miocene are recorded by drill core and seismic data, revealing a dynamic ice-sheet response to past increases in temperature and atmospheric CO2. In the adjacent, predominantly ice-free McMurdo Dry Valleys (MDVs), preserved terrestrial landscapes reflect persistent cold conditions and have been interpreted as indicators of a stable polar ice sheet, implying that the Antarctic Ice Sheet was largely insensitive during past warm periods. These disparate data-based perspectives highlight a long-standing debate around the past stability of the Antarctic Ice Sheet, with direct implications for the future ice-sheet response to ongoing climate warming. We reconcile marine records of dynamic ice-sheet behavior and episodic open-marine conditions with nearby ancient terrestrial landscapes recording consistent cold-polar conditions. Coupled ice-sheet and regional climate models nested at a high resolution are used to investigate surface temperatures in the MDVs during past warm periods. We find that high-elevation regions of the MDVs remain below freezing even when ice-free conditions prevail in the nearby Ross Sea. We compare observed landscapes with the spatial extent of modeled persistent cold conditions required for preservation of these ancient features, demonstrating that frozen MDVs landscapes could have coexisted with receded or collapsed ice sheets during past warm periods.",https://pubs.geoscienceworld.org/gsa/geology/article/50/5/557/611749/Reconciling-persistent-sub-zero-temperatures-in,2023-01-24
